,Trading_Volume,Volume_weighted_avg,Open_Price,Close_Price,Highest_Price,Lowest_Price,Timestamp_Unix_Msec,Number_Transactions,ticker
99,143911,1.0958,1.09161,1.09969,1.1001,1.0913,2023-04-12,143911,eurusd
100,141172,1.1025,1.0995,1.10518,1.1068,1.09766,2023-04-13,141172,eurusd
101,146148,1.1034,1.10518,1.1102,1.1104,1.0971,2023-04-14,146148,eurusd
102,1,1.1101,1.1101,1.1101,1.1101,1.1101,2023-04-15,1,eurusd
103,3713,1.0988,1.09881,1.09842,1.09945,1.0982,2023-04-16,3713,eurusd
104,140253,1.0957,1.09843,1.09245,1.1001,1.0909,2023-04-17,140253,eurusd
105,140566,1.0959,1.09245,1.09748,1.09831,1.0921,2023-04-18,140566,eurusd
106,143541,1.0955,1.09748,1.09515,1.09841,1.0916,2023-04-19,143541,eurusd
107,149388,1.0965,1.09515,1.09678,1.099,1.0933,2023-04-20,149388,eurusd
108,143502,1.0968,1.09679,1.1095,1.1097,1.0937,2023-04-21,143502,eurusd
109,2888,1.0991,1.09878,1.09915,1.09958,1.09857,2023-04-23,2888,eurusd
110,138083,1.101,1.09911,1.1055,1.1058,1.0964,2023-04-24,138083,eurusd
111,155341,1.1013,1.10572,1.09781,1.10674,1.09611,2023-04-25,155341,eurusd
112,175869,1.1032,1.0978,1.1045,1.10952,1.0967,2023-04-26,175869,eurusd
113,164978,1.1032,1.1045,1.10314,1.1064,1.0991,2023-04-27,164978,eurusd
114,182061,1.101,1.10315,1.1127,1.1129,1.09621,2023-04-28,182061,eurusd
115,1,1.1126,1.1126,1.1126,1.1126,1.1126,2023-04-29,1,eurusd
116,3947,1.1015,1.10231,1.10104,1.10363,1.1007,2023-04-30,3947,eurusd
117,131812,1.0994,1.10106,1.0969,1.1037,1.0963,2023-05-01,131812,eurusd
118,143930,1.0983,1.09684,1.10104,1.1014,1.09418,2023-05-02,143930,eurusd
119,172235,1.1043,1.10105,1.10684,1.10915,1.1004,2023-05-03,172235,eurusd
120,190164,1.1042,1.10683,1.1021,1.10914,1.09857,2023-05-04,190164,eurusd
121,155089,1.1019,1.10227,1.1209,1.1211,1.09667,2023-05-05,155089,eurusd
122,3136,1.1019,1.10108,1.10179,1.10312,1.10108,2023-05-07,3136,eurusd
123,133636,1.103,1.1018,1.0996,1.1054,1.0994,2023-05-08,133636,eurusd
124,148882,1.0972,1.09967,1.09644,1.1001,1.094,2023-05-09,148882,eurusd
125,159894,1.0972,1.09648,1.09828,1.10071,1.094,2023-05-10,159894,eurusd
126,169625,1.0934,1.09825,1.09119,1.09982,1.0899,2023-05-11,169625,eurusd
127,145591,1.0893,1.09118,1.0937,1.0938,1.08358,2023-05-12,145591,eurusd
128,1,1.0936,1.0936,1.0936,1.0936,1.0936,2023-05-13,1,eurusd
129,2237,1.0852,1.08556,1.08526,1.08646,1.08459,2023-05-14,2237,eurusd
130,139450,1.087,1.08527,1.0872,1.0891,1.0846,2023-05-15,139450,eurusd
131,159312,1.0876,1.08734,1.0865,1.09046,1.0853,2023-05-16,159312,eurusd
132,150123,1.084,1.0865,1.08379,1.0874,1.0809,2023-05-17,150123,eurusd
133,151247,1.0802,1.0838,1.0775,1.08481,1.0761,2023-05-18,151247,eurusd
134,161891,1.0794,1.07751,1.0821,1.083,1.0759,2023-05-19,161891,eurusd
135,1,1.0816,1.0816,1.0816,1.0816,1.0816,2023-05-20,1,eurusd
136,2675,1.0817,1.08088,1.0822,1.08239,1.08032,2023-05-21,2675,eurusd
137,155960,1.0815,1.08239,1.08108,1.08313,1.0794,2023-05-22,155960,eurusd
138,163676,1.0787,1.08107,1.0769,1.0821,1.0759,2023-05-23,163676,eurusd
139,172084,1.077,1.07689,1.07555,1.08014,1.0741,2023-05-24,172084,eurusd
140,164582,1.0727,1.07555,1.07235,1.07557,1.0707,2023-05-25,164582,eurusd
141,128573,1.0729,1.07232,1.0729,1.07588,1.07,2023-05-26,128573,eurusd
142,3129,1.0723,1.0724,1.0721,1.07291,1.07105,2023-05-28,3129,eurusd
143,85563,1.0721,1.07209,1.07065,1.0744,1.07026,2023-05-29,85563,eurusd
