,Open_Price,Close_Price,Highest_Price,Lowest_Price,Timestamp_Unix_Msec,ticker
0,6539.42218679871,6533.83663215812,6590.32793296012,6493.57507731977,2023-02-22 06:00:00,ndxt
1,6522.88375539053,6529.77465998736,6572.13592004828,6491.51047650291,2023-02-24 06:00:00,ndxt
2,6622.05569368275,6572.33433229828,6649.50566870219,6564.04840556011,2023-02-27 06:00:00,ndxt
3,6575.12472246601,6594.16227408573,6658.62854234455,6567.85157355874,2023-02-28 06:00:00,ndxt
4,6606.33526467413,6565.67927250491,6651.4905123296,6546.3078251322,2023-03-01 06:00:00,ndxt
5,6490.05233055456,6526.99147868019,6545.13592715572,6479.57034155061,2023-03-02 06:00:00,ndxt
6,6629.78070281105,6672.54864872839,6677.9825286588,6613.45979376073,2023-03-03 06:00:00,ndxt
7,6763.85231457128,6707.65624365655,6830.68380640702,6700.83239489182,2023-03-06 06:00:00,ndxt
8,6709.74044562724,6623.64010321747,6749.64050476368,6603.87824571792,2023-03-07 06:00:00,ndxt
9,6654.95278932615,6713.40019874172,6723.93152058443,6626.80805901725,2023-03-08 06:00:00,ndxt
10,6699.19766657841,6562.76659092239,6790.36067969154,6553.34683080503,2023-03-09 06:00:00,ndxt
11,6568.7485306576,6432.29041715319,6599.02069869352,6404.79702134367,2023-03-10 06:00:00,ndxt
12,6361.61715712547,6466.72707176745,6544.48136075243,6320.79510704878,2023-03-13 05:00:00,ndxt
13,6569.3896900924,6632.83917804606,6644.04691060686,6540.68337111947,2023-03-14 05:00:00,ndxt
14,6557.56919060084,6609.42362644123,6623.55795622998,6499.666500174,2023-03-15 05:00:00,ndxt
15,6590.53305583466,6831.42389301469,6841.63034089262,6589.46867624593,2023-03-16 05:00:00,ndxt
16,6823.75174266619,6785.47669654331,6883.44553389381,6746.25705577404,2023-03-17 05:00:00,ndxt
17,6754.95532660014,6783.622393875,6795.62595409734,6696.43330814199,2023-03-20 05:00:00,ndxt
18,6831.56374013826,6861.56678074677,6884.02961359252,6766.75716739997,2023-03-21 05:00:00,ndxt
19,6855.66086769187,6738.61218281807,6972.86879448772,6736.07925098065,2023-03-22 05:00:00,ndxt
20,6847.67593608407,6900.71675563933,6985.83150717348,6812.34652037642,2023-03-23 05:00:00,ndxt
21,6862.68501815213,6831.22877791413,6870.55769940514,6756.96181628299,2023-03-24 05:00:00,ndxt
22,6847.78661810779,6779.42793728606,6880.59897282224,6753.16795800648,2023-03-27 05:00:00,ndxt
23,6767.04129979524,6737.38124864895,6767.07383540333,6673.79819123509,2023-03-28 05:00:00,ndxt
24,6834.05189183304,6907.48270043692,6929.7631362786,6818.77287228595,2023-03-29 05:00:00,ndxt
25,6983.91038783812,7006.71171435294,7040.81360157889,6965.25284577975,2023-03-30 05:00:00,ndxt
26,6988.6364688483,7129.20231354479,7133.3488464304,6985.57064152844,2023-03-31 05:00:00,ndxt
27,7065.47900395989,7064.5567704567,7086.90666675689,7002.30344964673,2023-04-03 05:00:00,ndxt
28,7083.99348299165,6992.28790504306,7089.88437578072,6963.57404603322,2023-04-04 05:00:00,ndxt
29,6937.27216462394,6843.20778534044,6941.40101974936,6794.19424048274,2023-04-05 05:00:00,ndxt
30,6777.84728228249,6851.38380589384,6870.45377019385,6732.36874060252,2023-04-06 05:00:00,ndxt
31,6786.99046779785,6913.73918400935,6916.87982944011,6772.29890730845,2023-04-10 05:00:00,ndxt
32,6913.42289664297,6886.25339242714,6931.92750114708,6870.83434668423,2023-04-11 05:00:00,ndxt
33,6947.42155267588,6806.47458361831,6965.77455005043,6799.30565804251,2023-04-12 05:00:00,ndxt
34,6835.76445938316,6912.85105916688,6932.89684555712,6833.55069722252,2023-04-13 05:00:00,ndxt
35,6873.50741839305,6887.86953742604,6948.40136030082,6815.12993127275,2023-04-14 05:00:00,ndxt
36,6842.94307134984,6886.90504481109,6889.02938005879,6821.63701573166,2023-04-17 05:00:00,ndxt
37,6958.02506859364,6889.7455670408,6972.02346685476,6855.5946607659,2023-04-18 05:00:00,ndxt
38,6808.1392881103,6836.03420832018,6856.82672506564,6795.09382864402,2023-04-19 05:00:00,ndxt
39,6767.70086784331,6800.48835935444,6879.79543255961,6767.70086784331,2023-04-20 05:00:00,ndxt
40,6780.05254573691,6773.30321419954,6798.71032178115,6719.27813957271,2023-04-21 05:00:00,ndxt
41,6767.29804920031,6734.73302561121,6794.33067972465,6688.47366099312,2023-04-24 05:00:00,ndxt
42,6659.34097393096,6494.21235401657,6661.98332486405,6493.5874775488,2023-04-25 05:00:00,ndxt
43,6585.43420613156,6554.42253553862,6634.35783278892,6531.94837479145,2023-04-26 05:00:00,ndxt
44,6621.46066479485,6666.48536231734,6679.21439972553,6552.9504674014,2023-04-27 05:00:00,ndxt
45,6660.71999396293,6714.22226396917,6715.00927795762,6623.16093769214,2023-04-28 05:00:00,ndxt
46,6699.59422055786,6722.09205281838,6739.45480454418,6685.38820999849,2023-05-01 05:00:00,ndxt
47,6725.04313808093,6641.60538358057,6731.90233125901,6606.91005968753,2023-05-02 05:00:00,ndxt
48,6634.07667360118,6591.67224548647,6698.27644938867,6587.91545031447,2023-05-03 05:00:00,ndxt
49,6589.31612568725,6607.95685676414,6664.24918855562,6579.28809976416,2023-05-04 05:00:00,ndxt
50,6614.47217584228,6712.39922650745,6732.25343885645,6610.63349076355,2023-05-05 05:00:00,ndxt
51,6750.10537991226,6762.17065608322,6768.98596244555,6694.09532250167,2023-05-08 05:00:00,ndxt
52,6709.66297411056,6702.68512226959,6735.03726838843,6690.70903444553,2023-05-09 05:00:00,ndxt
53,6786.45089403013,6805.90562522952,6829.50877754312,6743.12380921525,2023-05-10 05:00:00,ndxt
