,Trading_Volume,Volume_weighted_avg,Open_Price,Close_Price,Highest_Price,Lowest_Price,Timestamp_Unix_Msec,Number_Transactions,shares,ticker
19,1667296,305.2995,303.21,306.88,307.26,301.8,2023-01-31 05:00:00,32198,51,lulu
20,2010184,311.3532,306.9,315.71,318.69,305.2541,2023-02-01 05:00:00,36862,51,lulu
21,2224916,323.2642,318.96,322.76,328.42,316.56,2023-02-02 05:00:00,49368,51,lulu
22,1191425,321.2811,317.5,319.42,325.1,317.5,2023-02-03 05:00:00,28156,51,lulu
23,1249466,312.605,314.42,311.32,319.39,310.19,2023-02-06 05:00:00,27272,51,lulu
24,1263049,313.7414,311.66,319.1,319.78,305.78,2023-02-07 05:00:00,29027,51,lulu
25,1479674,310.2319,314.06,309.28,315.525,307.03,2023-02-08 05:00:00,32672,51,lulu
26,1150773,312.3643,313.43,310.45,316.53,309.23,2023-02-09 05:00:00,26007,51,lulu
27,1364982,308.5108,306.91,309.4,311.5,305.78,2023-02-10 05:00:00,27541,51,lulu
28,1202546,315.114,311.31,317.08,317.485,309.97,2023-02-13 05:00:00,26866,51,lulu
29,1005919,318.5111,313.64,319.88,321.79,311.66,2023-02-14 05:00:00,24582,51,lulu
30,1027354,322.5071,318.06,325.23,325.269,317.666,2023-02-15 05:00:00,24319,51,lulu
31,1096922,324.0713,322.61,321.83,328.16,319.58,2023-02-16 05:00:00,24238,51,lulu
32,840100,319.1238,318.77,320.36,322.11,315.2,2023-02-17 05:00:00,21915,51,lulu
33,1065474,315.417,314.83,314.11,318.34,313.8,2023-02-21 05:00:00,26160,51,lulu
34,768773,315.5622,313.77,316.52,317.535,312.35,2023-02-22 05:00:00,19598,51,lulu
35,984022,314.8813,316.54,317.8,318.0,310.215,2023-02-23 05:00:00,24887,51,lulu
36,1287605,308.3179,313.33,308.1,313.33,305.82,2023-02-24 05:00:00,32690,51,lulu
37,1006162,310.0165,311.5,310.3,313.145,307.3575,2023-02-27 05:00:00,26102,51,lulu
38,1032399,310.1142,308.68,309.2,312.98,308.38,2023-02-28 05:00:00,28113,51,lulu
39,1255297,308.2498,309.39,309.49,311.76,303.81,2023-03-01 05:00:00,28535,51,lulu
40,898329,310.1679,307.94,311.65,313.595,306.57,2023-03-02 05:00:00,22831,51,lulu
41,977528,315.3706,314.0,316.83,317.59,311.3,2023-03-03 05:00:00,24184,51,lulu
42,2401770,310.5966,314.27,304.6,316.845,304.53,2023-03-06 05:00:00,47803,51,lulu
43,1974871,305.8254,305.73,301.81,311.4,301.53,2023-03-07 05:00:00,44376,51,lulu
44,1395153,304.4827,302.11,305.87,307.27,300.6501,2023-03-08 05:00:00,30118,51,lulu
45,1491980,303.9829,305.73,301.8,309.19,300.19,2023-03-09 05:00:00,31342,51,lulu
46,2863476,298.0246,302.88,296.26,302.92,294.23,2023-03-10 05:00:00,51760,51,lulu
47,3388933,292.7108,294.41,292.9,296.8325,288.53,2023-03-13 04:00:00,55238,51,lulu
48,2805917,293.9767,296.15,295.1,296.52,291.5,2023-03-14 04:00:00,45731,51,lulu
49,2055352,291.0685,291.02,293.23,294.29,286.575,2023-03-15 04:00:00,43286,51,lulu
50,1668296,294.7805,290.425,297.4,297.54,289.14,2023-03-16 04:00:00,35187,51,lulu
51,2517614,293.2811,294.87,294.74,297.32,289.94,2023-03-17 04:00:00,43389,51,lulu
52,1621973,293.3008,295.96,293.45,297.43,289.81,2023-03-20 04:00:00,34959,51,lulu
53,2369354,300.5769,296.53,298.81,304.75,296.455,2023-03-21 04:00:00,42280,51,lulu
54,2457241,307.6408,301.62,303.73,312.2,300.78,2023-03-22 04:00:00,51115,51,lulu
55,1517798,308.9859,308.28,308.22,312.58,304.19,2023-03-23 04:00:00,33809,51,lulu
56,1505407,312.1499,308.06,313.45,315.51,306.59,2023-03-24 04:00:00,35525,51,lulu
57,1817561,315.1574,316.3,317.22,317.87,310.4115,2023-03-27 04:00:00,41828,51,lulu
58,5869040,330.3301,319.61,320.31,321.25,314.22,2023-03-28 04:00:00,102425,51,lulu
59,11502027,363.7335,366.25,361.04,370.25,359.6401,2023-03-29 04:00:00,195319,51,lulu
60,2864916,360.802,365.0,358.09,368.1374,356.5,2023-03-30 04:00:00,58527,51,lulu
61,2218001,361.3592,360.05,364.19,364.49,357.73,2023-03-31 04:00:00,45018,51,lulu
62,1655588,365.618,364.19,367.4,367.52,361.735,2023-04-03 04:00:00,36764,51,lulu
63,1682165,367.594,366.59,366.8,370.26,364.8,2023-04-04 04:00:00,37181,51,lulu
64,1437925,365.8416,367.64,364.81,371.26,362.76,2023-04-05 04:00:00,38343,51,lulu
65,1321956,362.9438,362.22,364.33,365.59,359.64,2023-04-06 04:00:00,32973,51,lulu
66,972177,362.9988,361.47,363.37,364.67,361.1734,2023-04-10 04:00:00,23000,51,lulu
67,1329471,365.8679,362.75,365.81,368.94,361.8001,2023-04-11 04:00:00,32222,51,lulu
68,1093041,365.8642,370.0,363.54,370.0,363.11,2023-04-12 04:00:00,26671,51,lulu
69,1202373,365.0201,365.87,364.38,366.86,363.5,2023-04-13 04:00:00,25838,51,lulu
70,1030800,366.9022,364.0,368.25,369.14,363.86,2023-04-14 04:00:00,27345,51,lulu
71,1820127,370.0325,369.99,368.38,373.41,366.99,2023-04-17 04:00:00,37334,51,lulu
72,1406994,371.8342,372.1,372.5,373.5,369.53,2023-04-18 04:00:00,35975,51,lulu
73,878796,371.6693,371.75,370.12,374.055,369.85,2023-04-19 04:00:00,23814,51,lulu
74,1403987,375.4076,369.53,376.71,377.84,369.07,2023-04-20 04:00:00,33453,51,lulu
75,1007712,376.7091,376.71,377.8,378.09,374.28,2023-04-21 04:00:00,23559,51,lulu
76,1503966,381.0692,378.758,381.37,384.25,377.83,2023-04-24 04:00:00,35136,51,lulu
77,1784260,375.2739,378.22,372.81,380.39,372.26,2023-04-25 04:00:00,32406,51,lulu
78,1019650,373.2973,373.78,372.94,375.21,371.86,2023-04-26 04:00:00,22981,51,lulu
79,1045077,376.7643,376.34,378.08,379.15,373.32,2023-04-27 04:00:00,26962,51,lulu
80,1013613,378.8584,377.16,379.93,380.33,375.91,2023-04-28 04:00:00,27012,51,lulu
81,1302280,384.093,380.58,384.99,385.435,380.21,2023-05-01 04:00:00,34012,51,lulu
82,1229386,381.2076,383.18,380.75,383.8,378.25,2023-05-02 04:00:00,30707,51,lulu
83,1279595,383.5788,381.53,383.12,387.68,378.38,2023-05-03 04:00:00,34042,51,lulu
84,1481840,382.5182,383.12,382.06,384.73,381.015,2023-05-04 04:00:00,31796,51,lulu
85,1318142,385.2334,385.33,386.71,389.06,382.63,2023-05-05 04:00:00,28372,51,lulu
86,1130902,383.4266,387.99,381.86,388.9899,380.92,2023-05-08 04:00:00,27839,51,lulu
87,1004957,381.1905,377.11,381.44,383.37,375.93,2023-05-09 04:00:00,24117,51,lulu
88,1027058,380.4579,385.36,379.32,385.36,377.72,2023-05-10 04:00:00,26695,51,lulu
89,762698,377.7018,378.75,377.32,379.66,376.05,2023-05-11 04:00:00,22636,51,lulu
90,1044546,375.3988,377.01,376.2,378.43,372.5,2023-05-12 04:00:00,24294,51,lulu
91,1298222,375.8509,376.6,375.71,377.9999,373.71,2023-05-15 04:00:00,24170,51,lulu
92,1509239,371.2147,372.16,371.52,372.8799,367.55,2023-05-16 04:00:00,29663,51,lulu
93,1377413,370.4243,371.3,372.22,373.24,367.35,2023-05-17 04:00:00,32672,51,lulu
94,1223070,376.7628,371.9,378.7,379.35,371.15,2023-05-18 04:00:00,28932,51,lulu
95,1566710,368.0128,375.21,368.53,375.21,365.105,2023-05-19 04:00:00,37960,51,lulu
96,1830750,363.4149,366.93,363.12,367.84,356.65,2023-05-22 04:00:00,39584,51,lulu
97,1589003,356.1412,362.4,353.86,362.99,352.45,2023-05-23 04:00:00,40396,51,lulu
98,2117607,345.9666,353.86,344.58,353.97,343.42,2023-05-24 04:00:00,51124,51,lulu
99,1415193,343.5759,343.09,342.34,346.53,340.95,2023-05-25 04:00:00,34549,51,lulu
100,1789771,341.6618,342.34,340.26,344.39,339.49,2023-05-26 04:00:00,41697,51,lulu
101,1880548,337.0837,341.02,336.64,342.945,335.36,2023-05-30 04:00:00,37474,51,lulu
102,3735237,332.2021,335.39,331.93,335.99,329.12,2023-05-31 04:00:00,58779,51,lulu
103,4134533,338.6163,330.91,328.35,334.68,326.93,2023-06-01 04:00:00,96264,51,lulu
104,9317139,371.4372,378.23,365.44,386.33,364.82,2023-06-02 04:00:00,165872,51,lulu
105,3086357,357.9268,363.0,356.44,363.64,355.61,2023-06-05 04:00:00,63495,51,lulu
106,1707916,357.2721,357.9,356.02,361.61,354.78,2023-06-06 04:00:00,42821,51,lulu
107,1376370,354.5111,355.09,353.93,358.4,352.54,2023-06-07 04:00:00,34933,51,lulu
108,1367463,353.4504,354.02,354.95,355.27,350.9,2023-06-08 04:00:00,33459,51,lulu
109,1707482,358.5482,355.49,360.4,360.5,354.01,2023-06-09 04:00:00,46885,51,lulu
110,1941651,364.4699,362.18,368.18,368.8,357.16,2023-06-12 04:00:00,43367,51,lulu
111,1629456,367.2619,370.25,368.36,370.53,364.43,2023-06-13 04:00:00,42159,51,lulu
112,1827939,375.7913,370.0,377.21,378.76,369.09,2023-06-14 04:00:00,49711,51,lulu
113,1405907,380.4137,377.21,382.63,383.195,376.1,2023-06-15 04:00:00,33784,51,lulu
114,1849781,383.4962,386.87,383.02,386.87,381.05,2023-06-16 04:00:00,32151,51,lulu
115,1469739,381.5935,383.0,383.49,383.83,378.76,2023-06-20 04:00:00,34436,51,lulu
116,1212914,380.2598,384.03,378.81,385.5,378.02,2023-06-21 04:00:00,28549,51,lulu
117,887211,377.7529,376.43,377.96,379.42,375.9965,2023-06-22 04:00:00,25523,51,lulu
118,3265151,374.4454,374.1,374.25,377.3,372.46,2023-06-23 04:00:00,37645,51,lulu
119,1028055,375.6462,377.31,373.77,378.285,373.47,2023-06-26 04:00:00,26005,51,lulu
120,823296,375.6014,375.29,374.52,377.5,374.16,2023-06-27 04:00:00,22171,51,lulu
121,880410,376.199,377.06,376.25,378.83,374.34,2023-06-28 04:00:00,25344,51,lulu
122,1103546,373.1517,378.02,370.26,379.96,369.84,2023-06-29 04:00:00,29919,51,lulu
123,1477729,378.1473,375.37,378.5,380.3652,374.76,2023-06-30 04:00:00,30513,51,lulu
124,498268,379.4411,379.9,379.41,381.5,377.605,2023-07-03 04:00:00,16081,51,lulu
125,1000167,376.2735,376.33,375.99,381.15,374.1001,2023-07-05 04:00:00,23133,51,lulu
126,1136413,367.968,370.0,367.03,373.485,366.01,2023-07-06 04:00:00,29977,51,lulu
127,935343,365.0388,366.0,363.74,367.9,363.255,2023-07-07 04:00:00,24230,51,lulu
128,1043338,369.9697,364.72,369.52,372.875,364.29,2023-07-10 04:00:00,26784,51,lulu
129,887315,377.334,371.44,379.48,380.09,371.3801,2023-07-11 04:00:00,27671,51,lulu
130,979863,382.148,383.6,383.32,384.74,378.55,2023-07-12 04:00:00,28359,51,lulu
131,702084,381.8872,386.99,379.54,387.73,379.34,2023-07-13 04:00:00,23565,51,lulu
132,660481,379.6655,379.73,380.41,381.78,377.515,2023-07-14 04:00:00,21079,51,lulu
133,809554,383.288,379.07,383.69,385.35,378.4,2023-07-17 04:00:00,26141,51,lulu
134,935238,383.1271,384.38,385.42,385.57,379.23,2023-07-18 04:00:00,29284,51,lulu
135,1478237,390.9724,385.0,390.51,394.54,384.87,2023-07-19 04:00:00,40111,51,lulu
136,1336718,384.4031,386.58,381.86,390.83,381.4297,2023-07-20 04:00:00,38114,51,lulu
137,2641201,383.3022,384.62,382.96,388.38,381.0,2023-07-21 04:00:00,35611,51,lulu
138,1211779,380.7602,382.43,380.39,384.3543,376.81,2023-07-24 04:00:00,26687,51,lulu
139,725797,381.0896,380.0,382.12,383.11,378.73,2023-07-25 04:00:00,23579,51,lulu
140,782463,378.9963,380.93,378.98,381.54,375.796,2023-07-26 04:00:00,23096,51,lulu
141,1261757,373.5758,381.42,370.75,382.88,368.76,2023-07-27 04:00:00,32620,51,lulu
142,1041789,377.0209,375.87,377.96,378.64,374.525,2023-07-28 04:00:00,26510,51,lulu
143,867201,379.0138,377.96,378.53,382.0655,377.39,2023-07-31 04:00:00,23897,51,lulu
144,1096362,379.5177,376.99,381.21,382.31,375.995,2023-08-01 04:00:00,29757,51,lulu
145,916474,376.8582,377.46,376.65,378.58,375.0,2023-08-02 04:00:00,25409,51,lulu
146,1055614,382.7456,375.76,384.0,385.45,375.0,2023-08-03 04:00:00,26944,51,lulu
147,908116,381.0804,385.41,378.2,386.47,377.43,2023-08-04 04:00:00,28579,51,lulu
148,761546,381.511,380.95,382.5,383.09,377.1901,2023-08-07 04:00:00,21578,51,lulu
149,860639,378.0681,378.64,380.7,381.11,373.71,2023-08-08 04:00:00,27775,51,lulu
150,748138,381.87,382.0,382.33,385.995,376.63,2023-08-09 04:00:00,24581,51,lulu
151,926205,388.7403,385.88,384.55,394.64,383.37,2023-08-10 04:00:00,29339,51,lulu
152,650171,381.0992,382.98,381.13,383.595,377.74,2023-08-11 04:00:00,20570,51,lulu
153,861323,384.3437,380.0,385.02,387.4305,379.53,2023-08-14 04:00:00,24153,51,lulu
154,941742,383.1079,383.0,383.18,385.45,378.01,2023-08-15 04:00:00,25656,51,lulu
155,743555,384.7737,384.78,381.16,389.78,381.08,2023-08-16 04:00:00,22693,51,lulu
156,831362,379.0552,383.85,376.3,384.0199,376.04,2023-08-17 04:00:00,23247,51,lulu
157,945945,377.8604,372.59,381.29,382.65,371.4535,2023-08-18 04:00:00,29351,51,lulu
158,1009310,383.8516,382.95,384.9,385.74,381.3438,2023-08-21 04:00:00,27658,51,lulu
159,1123100,378.5273,380.6,379.42,381.53,373.54,2023-08-22 04:00:00,33433,51,lulu
160,1411386,374.4108,374.96,377.71,379.33,368.8301,2023-08-23 04:00:00,34810,51,lulu
161,2347316,364.1958,379.41,360.22,379.41,359.81,2023-08-24 04:00:00,52176,51,lulu
162,1138385,363.6784,362.06,365.59,367.39,360.42,2023-08-25 04:00:00,33423,51,lulu
163,1191335,365.0605,367.09,365.84,367.99,362.97,2023-08-28 04:00:00,30761,51,lulu
164,1260278,372.7349,365.01,374.73,375.87,363.345,2023-08-29 04:00:00,32864,51,lulu
165,1175787,376.8294,378.87,376.73,379.0,373.5,2023-08-30 04:00:00,29416,51,lulu
166,3328517,381.4572,379.27,381.26,382.89,378.5,2023-08-31 04:00:00,66293,51,lulu
167,5176124,398.8232,393.0,404.19,406.75,385.11,2023-09-01 04:00:00,100941,51,lulu
168,1856143,402.2941,400.0,401.81,406.94,397.28,2023-09-05 04:00:00,43261,51,lulu
169,990117,399.0505,400.71,399.0,404.47,396.765,2023-09-06 04:00:00,30826,51,lulu
170,830329,398.374,397.52,398.99,400.835,396.01,2023-09-07 04:00:00,25058,51,lulu
171,665653,396.9484,401.05,396.36,401.375,395.51,2023-09-08 04:00:00,19234,51,lulu
172,764344,396.7374,396.36,397.44,399.305,392.77,2023-09-11 04:00:00,22995,51,lulu
173,1102117,391.5879,396.27,388.12,400.4299,387.18,2023-09-12 04:00:00,27883,51,lulu
174,898799,389.7023,386.67,388.97,392.9849,385.56,2023-09-13 04:00:00,26561,51,lulu
175,914432,388.7649,394.18,388.74,394.18,384.31,2023-09-14 04:00:00,25186,51,lulu
176,1411191,388.0519,388.9,389.93,390.0,383.6712,2023-09-15 04:00:00,27423,51,lulu
177,1178155,385.1855,391.7,382.81,391.99,381.68,2023-09-18 04:00:00,28655,51,lulu
178,740798,383.9028,382.65,384.45,386.435,379.42,2023-09-19 04:00:00,22016,51,lulu
179,1488481,394.3672,389.15,391.88,397.99,387.88,2023-09-20 04:00:00,38905,51,lulu
180,1544152,387.4543,387.44,383.9,390.48,383.75,2023-09-21 04:00:00,37278,51,lulu
181,1102763,388.9402,387.5,388.05,391.71,386.38,2023-09-22 04:00:00,27816,51,lulu
182,1576924,382.8412,386.02,384.33,387.5,378.11,2023-09-25 04:00:00,32863,51,lulu
183,1521344,381.4923,380.63,380.66,384.72,378.29,2023-09-26 04:00:00,32582,51,lulu
184,700644,379.977,382.21,379.14,384.29,377.04,2023-09-27 04:00:00,21948,51,lulu
185,1146548,379.1635,381.55,379.0,382.15,375.62,2023-09-28 04:00:00,30541,51,lulu
186,1509241,385.4383,387.35,385.61,389.96,382.202,2023-09-29 04:00:00,33919,51,lulu
187,1197532,383.9443,384.6,382.86,388.87,380.88,2023-10-02 04:00:00,26120,51,lulu
188,1652812,369.7593,378.84,368.34,381.53,365.175,2023-10-03 04:00:00,41866,51,lulu
189,976262,369.9706,367.76,370.1,372.0,366.985,2023-10-04 04:00:00,30667,51,lulu
190,1625383,362.1715,367.495,360.36,367.495,360.2,2023-10-05 04:00:00,44494,51,lulu
191,1677975,364.2907,360.0,367.22,368.78,354.66,2023-10-06 04:00:00,38208,51,lulu
192,1079256,369.8269,366.9,372.64,372.87,363.57,2023-10-09 04:00:00,27817,51,lulu
193,1178519,375.0265,372.64,373.03,378.84,371.44,2023-10-10 04:00:00,30446,51,lulu
194,1046497,372.3393,374.0,373.36,375.96,368.24,2023-10-11 04:00:00,23966,51,lulu
195,1251110,371.4805,374.9,373.94,374.9,366.99,2023-10-12 04:00:00,29495,51,lulu
196,1969913,379.6541,375.0,377.69,384.595,374.4,2023-10-13 04:00:00,44643,51,lulu
197,11454193,412.972,402.24,416.64,419.01,401.835,2023-10-16 04:00:00,182701,51,lulu
198,28064730,413.5771,415.0,412.94,419.86,412.19,2023-10-17 04:00:00,136871,51,lulu
199,3750070,409.2112,412.02,405.61,417.2,404.77,2023-10-18 04:00:00,73882,51,lulu
200,2622202,398.8288,407.01,396.19,408.21,394.58,2023-10-19 04:00:00,52246,51,lulu
201,1937679,394.7472,397.43,395.82,398.13,389.0,2023-10-20 04:00:00,45553,51,lulu
202,1827884,402.113,394.92,402.46,406.81,392.08,2023-10-23 04:00:00,43225,51,lulu
203,1575826,402.4295,405.61,403.37,405.61,398.335,2023-10-24 04:00:00,33982,51,lulu
204,1309694,398.5668,401.0,396.7,403.8162,396.12,2023-10-25 04:00:00,37530,51,lulu
205,1837152,389.6063,393.18,388.62,394.04,386.0,2023-10-26 04:00:00,43855,51,lulu
206,1448601,387.3802,390.0,386.82,392.205,384.37,2023-10-27 04:00:00,37664,51,lulu
207,1005342,391.3062,388.44,391.75,393.265,387.75,2023-10-30 04:00:00,31629,51,lulu
208,1084282,392.9078,391.75,393.48,395.7,389.01,2023-10-31 04:00:00,29276,51,lulu
209,1312643,392.5682,393.31,395.29,395.81,385.26,2023-11-01 04:00:00,34190,51,lulu
210,1389996,402.7558,398.91,403.5,404.87,398.7,2023-11-02 04:00:00,37208,51,lulu
211,1231142,408.5662,408.78,407.93,412.03,406.27,2023-11-03 04:00:00,31284,51,lulu
212,827056,406.8311,411.5,407.95,412.2735,404.505,2023-11-06 05:00:00,27421,51,lulu
213,1175811,412.5557,409.9,413.69,414.48,406.0,2023-11-07 05:00:00,29782,51,lulu
214,714688,411.8079,415.0,409.64,415.15,409.32,2023-11-08 05:00:00,24673,51,lulu
215,922786,407.3358,410.75,406.58,410.75,404.69,2023-11-09 05:00:00,25426,51,lulu
216,1039210,410.7093,407.51,413.67,413.9,404.89,2023-11-10 05:00:00,28432,51,lulu
217,1277313,416.0115,410.48,416.98,418.61,409.8,2023-11-13 05:00:00,35450,51,lulu
218,1566488,428.9603,422.66,430.33,431.1,421.69,2023-11-14 05:00:00,40043,51,lulu
219,1257545,433.677,433.09,432.19,437.055,431.4452,2023-11-15 05:00:00,37804,51,lulu
220,1706800,419.8314,430.67,420.28,431.5,416.551,2023-11-16 05:00:00,40914,51,lulu
221,1219910,423.3182,425.22,422.44,425.665,421.04,2023-11-17 05:00:00,30839,51,lulu
222,866092,427.1896,423.89,428.58,429.59,422.775,2023-11-20 05:00:00,26254,51,lulu
223,867465,430.1039,426.65,430.37,431.92,425.75,2023-11-21 05:00:00,26576,51,lulu
224,800639,430.564,430.82,428.63,435.065,428.19,2023-11-22 05:00:00,28482,51,lulu
225,401723,431.3043,428.3,431.76,432.27,426.3501,2023-11-24 05:00:00,13687,51,lulu
226,1074804,435.1185,430.05,435.67,437.81,430.05,2023-11-27 05:00:00,34253,51,lulu
227,1353950,428.7983,435.57,427.73,436.66,427.09,2023-11-28 05:00:00,34618,51,lulu
228,1646939,436.1462,429.2,438.35,439.76,428.595,2023-11-29 05:00:00,43782,51,lulu
229,2372030,444.8946,439.77,446.8,448.73,438.6,2023-11-30 05:00:00,48361,51,lulu
230,2456799,461.9348,447.6,466.61,467.63,447.6,2023-12-01 05:00:00,63920,51,lulu
231,2637054,458.2972,459.2,460.76,463.37,452.23,2023-12-04 05:00:00,64208,51,lulu
232,1793505,457.6894,454.76,456.93,462.27,452.525,2023-12-05 05:00:00,52095,51,lulu
233,1387195,460.9875,459.28,460.67,464.06,458.267,2023-12-06 05:00:00,41857,51,lulu
234,3243457,459.9163,460.67,464.67,466.6297,460.6,2023-12-07 05:00:00,71852,51,lulu
235,7144393,482.5474,455.88,489.64,493.8,448.81,2023-12-08 05:00:00,131699,51,lulu
236,2798989,501.941,493.95,502.74,507.44,490.0,2023-12-11 05:00:00,64987,51,lulu
237,1717113,501.3621,503.0,503.65,504.4,495.68,2023-12-12 05:00:00,43847,51,lulu
238,1698873,501.5886,502.83,504.5,508.43,494.09,2023-12-13 05:00:00,48333,51,lulu
239,2649550,491.6086,505.06,489.3,505.63,487.19,2023-12-14 05:00:00,71459,51,lulu
240,2677402,489.7504,486.46,491.46,492.19,483.81,2023-12-15 05:00:00,47649,51,lulu
241,1230823,498.5678,490.01,501.63,501.72,488.42,2023-12-18 05:00:00,37465,51,lulu
242,1174818,506.3282,503.58,506.86,509.33,502.825,2023-12-19 05:00:00,31896,51,lulu
243,1047589,507.5744,504.51,505.15,511.6,503.95,2023-12-20 05:00:00,32200,51,lulu
244,896575,509.4808,507.86,511.03,511.27,505.51,2023-12-21 05:00:00,27290,51,lulu
245,1179503,507.0066,502.6,510.0,510.48,502.22,2023-12-22 05:00:00,33238,51,lulu
246,887427,507.4867,513.24,506.32,513.5,505.52,2023-12-26 05:00:00,24689,51,lulu
247,816575,508.6617,506.0,508.81,509.88,505.525,2023-12-27 05:00:00,25252,51,lulu
248,688860,509.5505,510.46,509.22,512.48,508.27,2023-12-28 05:00:00,23149,51,lulu
249,918270,511.6367,509.87,511.29,516.39,508.46,2023-12-29 05:00:00,28894,51,lulu
250,1187757,505.1011,508.57,505.38,508.92,502.15,2024-01-02 05:00:00,38704,51,lulu
251,1029222,498.8539,501.885,498.02,503.95,496.69,2024-01-03 05:00:00,33850,51,lulu
252,1174377,497.3677,496.9,496.0,502.0,495.01,2024-01-04 05:00:00,31122,51,lulu
253,1121647,493.6628,495.92,491.1,499.21,490.69,2024-01-05 05:00:00,31881,51,lulu
254,1827336,488.7059,488.47,491.48,493.49,478.13,2024-01-08 05:00:00,48284,51,lulu
255,1242919,486.112,488.93,485.71,489.925,483.09,2024-01-09 05:00:00,36692,51,lulu
256,1275950,484.4601,488.0,484.1,488.51,482.59,2024-01-10 05:00:00,31633,51,lulu
257,823650,482.6939,483.39,485.48,486.21,478.16,2024-01-11 05:00:00,26770,51,lulu
258,1050700,482.3485,488.08,479.94,490.84,479.09,2024-01-12 05:00:00,29106,51,lulu
259,1370236,471.7159,478.05,470.73,478.05,467.575,2024-01-16 05:00:00,41421,51,lulu
260,1347080,467.1707,469.18,468.4,469.575,462.84,2024-01-17 05:00:00,36758,51,lulu
261,1482452,475.3288,472.19,477.45,478.46,468.84,2024-01-18 05:00:00,39955,51,lulu
262,1257685,481.6006,477.76,484.02,484.745,475.05,2024-01-19 05:00:00,33951,51,lulu
263,909543,480.9319,483.0,481.89,483.3,477.62,2024-01-22 05:00:00,30467,51,lulu
264,1038633,477.1884,480.22,477.0,481.89,474.5,2024-01-23 05:00:00,32084,51,lulu
265,1399552,476.4365,477.0,474.84,480.96,472.665,2024-01-24 05:00:00,33683,51,lulu
266,964272,472.9109,475.22,474.3,476.94,468.16,2024-01-25 05:00:00,30304,51,lulu
267,1128703,477.725,475.0,478.03,484.31,470.65,2024-01-26 05:00:00,30188,51,lulu
268,1072354,480.6972,478.03,481.99,482.44,475.74,2024-01-29 05:00:00,28233,51,lulu
269,1295082,483.7705,481.99,481.4,491.2972,479.76,2024-01-30 05:00:00,36842,51,lulu
270,2879176,458.9075,472.02,453.82,473.1,451.35,2024-01-31 05:00:00,75109,51,lulu
271,1526234,459.569,454.9,461.94,463.03,454.02,2024-02-01 05:00:00,42790,51,lulu
272,1144317,461.156,458.5,462.4,464.62,454.62,2024-02-02 05:00:00,33505,51,lulu
273,1166123,455.3188,458.41,456.73,459.05,450.55,2024-02-05 05:00:00,32470,51,lulu
274,1531041,454.4592,457.31,456.54,459.66,450.06,2024-02-06 05:00:00,34076,51,lulu
275,1013491,459.2118,459.04,457.75,463.25,456.2,2024-02-07 05:00:00,30707,51,lulu
276,1510301,472.7633,463.27,472.98,476.62,460.975,2024-02-08 05:00:00,39582,51,lulu
277,1350033,467.5208,466.61,470.24,471.26,458.78,2024-02-09 05:00:00,35451,51,lulu
278,1174690,469.0634,473.28,466.08,478.0,465.12,2024-02-12 05:00:00,31651,51,lulu
279,1264280,457.0994,457.56,456.23,461.95,454.0,2024-02-13 05:00:00,38287,51,lulu
280,697273,459.5146,460.44,460.71,461.99,456.7,2024-02-14 05:00:00,22930,51,lulu
281,915605,458.7927,461.32,458.98,463.24,454.5001,2024-02-15 05:00:00,28772,51,lulu
282,1317971,449.4568,457.12,449.6,457.39,445.53,2024-02-16 05:00:00,40162,51,lulu
